metric_name,business_unit,show_scope,partner_scope,channel_scope,frequency,source_role,source_system,where_from,how_counted,reference_doc,status_note,source_row_ref
Revenue,b2c_spb,general,general,general,week,reference,aggregate,Derived aggregate layer,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,refined_2026_05_01
Revenue,b2c_spb,general,general,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Revenue,b2c_spb,general,general,marketing_channel_names,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Revenue,franchise,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,refined_2026_05_01
Revenue,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,6
Revenue - B2B events,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,13
Revenue - B2C ticket sales,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,12
Revenue - Franchise lump sum,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,10
Revenue - Franchise royalty,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,11
Revenue - Franchise total,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,9
Revenue - Other sales,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,8
Revenue - Unaccounted adjustment,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,7
Revenue - Unallocated,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,14
Salary costs,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,16
Services and setup costs,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,48
Share of negative reviews from visitors,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_104
Share of negative reviews from visitors,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_61
Share of reviewed shows without violations,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_140
Share of reviewed shows without violations,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_95
Show production costs,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,37
Sum of post-show ratings,b2c_moscow,b2c_show_names,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q1
Sum of post-show ratings,b2c_spb,b2c_show_names,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q1
Taxes and contributions,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,55
Venue and office costs,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,41
Website visits,b2b,general,general,marketing_channel_names,week,primary,yandex_metrica,Yandex Metrica API,"ym:s:visits for https://morpheus-show.ru/corporative by ym:s:lastTrafficSource + ym:s:lastAdvEngine, normalized into canonical channels",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,refined_2026_05_01
Website visits,b2c_moscow,b2c_show_names,general,general,week,primary,yandex_metrica,Yandex Metrica API,ym:pv:pageviews filtered by canonical show URL paths via ym:pv:URLPathFull regex,/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,refined_2026_05_01
Website visits,b2c_moscow,general,general,marketing_channel_names,week,primary,yandex_metrica,Yandex Metrica API,"ym:s:visits by ym:s:lastTrafficSource + ym:s:lastAdvEngine, normalized into canonical channels",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,refined_2026_05_01
Website visits,b2c_spb,b2c_show_names,general,general,week,primary,yandex_metrica,Yandex Metrica API,ym:pv:pageviews filtered by canonical show URL paths via ym:pv:URLPathFull regex,/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,refined_2026_05_01
Website visits,b2c_spb,general,general,marketing_channel_names,week,primary,yandex_metrica,Yandex Metrica API,"ym:s:visits by ym:s:lastTrafficSource + ym:s:lastAdvEngine, normalized into canonical channels",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,refined_2026_05_01
Website visits,franchise,general,general,marketing_channel_names,week,primary,yandex_metrica,Yandex Metrica API,"ym:s:visits by ym:s:lastTrafficSource + ym:s:lastAdvEngine, normalized into canonical channels",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,refined_2026_05_01
Website visits,immersivny,general,general,general,week,primary,yandex_metrica,Yandex Metrica API,,/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,,82
