metric_key,metric_name,business_unit,show_scope,partner_scope,channel_scope,frequency,source_role,source_system,how_counted,reference_doc,status_note,source_row_ref
cost_article_expense_rashody_neraspredelennyy_rashod,Cost article - Нераспределенный расход,b2b,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_neraspredelennyy_rashod,Cost article - Нераспределенный расход,b2c_moscow,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_neraspredelennyy_rashod,Cost article - Нераспределенный расход,b2c_spb,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_neraspredelennyy_rashod,Cost article - Нераспределенный расход,franchise,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_neraspredelennyy_rashod,Cost article - Нераспределенный расход,general,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_servisy_i_ih_nastroyka_otsmotr_video,Cost article - Отсмотр видео,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_49
cost_article_expense_rashody_servisy_i_ih_nastroyka_otsmotr_video,Cost article - Отсмотр видео,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_42
cost_article_expense_rashody_servisy_i_ih_nastroyka_otsmotr_video,Cost article - Отсмотр видео,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_22
cost_article_expense_rashody_servisy_i_ih_nastroyka_otsmotr_video,Cost article - Отсмотр видео,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_57
cost_article_expense_rashody_komandnye_predstavitelskie,Cost article - Представительские,b2b,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_komandnye_predstavitelskie,Cost article - Представительские,b2c_moscow,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_komandnye_predstavitelskie,Cost article - Представительские,b2c_spb,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_komandnye_predstavitelskie,Cost article - Представительские,franchise,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_komandnye_predstavitelskie,Cost article - Представительские,general,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_premii_2025_premii_administrativnyy_personal,Cost article - Премии административный персонал,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_22
cost_article_expense_rashody_premii_2025_premii_administrativnyy_personal,Cost article - Премии административный персонал,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_16
cost_article_expense_rashody_premii_2025_premii_administrativnyy_personal,Cost article - Премии административный персонал,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_27
cost_article_expense_rashody_premii_2025_premii_aktery,Cost article - Премии актёры,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_23
cost_article_expense_rashody_premii_2025_premii_aktery,Cost article - Премии актёры,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_17
cost_article_expense_rashody_premii_2025_premii_aktery,Cost article - Премии актёры,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_28
cost_article_expense_rashody_premii_2025_premii_upravlench_personal,Cost article - Премии управленч персонал,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_21
cost_article_expense_rashody_premii_2025_premii_upravlench_personal,Cost article - Премии управленч персонал,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_15
cost_article_expense_rashody_premii_2025_premii_upravlench_personal,Cost article - Премии управленч персонал,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_26
cost_article_expense_rashody_komandnye_prozhivanie,Cost article - Проживание,b2b,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_komandnye_prozhivanie,Cost article - Проживание,b2c_moscow,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_komandnye_prozhivanie,Cost article - Проживание,b2c_spb,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_komandnye_prozhivanie,Cost article - Проживание,franchise,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_komandnye_prozhivanie,Cost article - Проживание,general,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_prochie_rashody_protsenty_po_kreditam_i_zaymam,Cost article - Проценты по кредитам и займам,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_41
cost_article_expense_rashody_prochie_rashody_protsenty_po_kreditam_i_zaymam,Cost article - Проценты по кредитам и займам,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_61
